project_id,project_title,geography,short_summary,closing_date,total_project_cost_1,status,team_leader,region,environmental_and_social_risk,esco_id,occupation_esco,esco_description,industry_cat_code,industry_cat_label,industry_division_code,industry_division_label,onet_job_zone,onet_job_zone_label,onet_job_zone_est,pad_job_titles,pad_activities,pad_skills,pad_quotes
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,d6ef013f-57e9-4100-bbe5-3e4930664dee,social services policy officer,"Social services policy officers research, analyse and develop social services policies and implement these policies and services to improve circumstances of disadvantaged and vulnerable members of society such as children and elderly people. They work in the administration of social services and stay in contact with organisations and other stakeholders and provide them with regular updates.",P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84.0,84 Public administration and defence; compulsory social security,4.0,4: Considerable Preparation Needed,llm,"""social protection specialist""","""Design and implement a targeted subsidy mechanism for vulnerable customers to ensure affordability during tariff reforms.""","""targeted subsidy design"", ""social impact analysis"", ""beneficiary targeting"", ""monitoring and evaluation"", ""stakeholder engagement""","I. STRATEGIC CONTEXT: ""Increasing end-user tariffs in a phased manner is critical to ensure that EDG can recover its costs and reduce reliance on state subsidies. This process must be accompanied by the design and implementation of a targeted subsidy mechanism for vulnerable customers and ensure affordability for low-income households."""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,"Civil engineers design, plan, and develop technical and engineering specifications for infrastructure and construction projects. They apply engineering knowledge in a vast array of projects, from the construction of infrastructure for transportation, housing projects, and luxury buildings, to the construction of natural sites. They design plans that seek to optimise materials and integrate specifications and resource allocation within the time constraints.",F,F CONSTRUCTION,42.0,42 Civil engineering,4.0,4: Considerable Preparation Needed,minimum,"""civil engineer""","""Design flood-resistant pylons and strong foundations to protect project infrastructure.""","""structural analysis"", ""flood resilient design"", ""foundation design"", ""geotechnical assessment"", ""construction supervision""","ANNEX 4: CLIMATE RISKS 46: ""To  enhance  the  resilience  of  the  project  against  climate  threats,  and  mainly  floods  and  landslides,  several measures will be taken. These will include the use of flood-resistant pylons and strong foundations, which will protect the infrastructure of the project."""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,dc97adbe-f807-4ad8-8f3c-c24b3416cdef,digital marketing manager,"Digital marketing managers are responsible for the elaboration of the company's digital marketing strategy with the goal of improving brand recognition and brand awareness, in line with the company's mission and vision. They oversee the execution of digital marketing and communication strategies involving the use of social media, email marketing, marketing automation, search engine optimisation, online events and online advertisement through data driven methodologies and by measuring and monitoring digital marketing KPIs in order to promptly implement corrective action plan. They manage and interpret competitors and consumers' data and conduct research on market conditions.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70.0,70 Activities of head offices and management consultancy,4.0,4: Considerable Preparation Needed,minimum,"""communications specialist""","""Design and execute public awareness campaigns to promote acceptance of smart metering among customers and institutions.""","""campaign design"", ""stakeholder engagement"", ""message development"", ""community outreach""","V. KEY RISKS: ""Eligible expenditures include: (i) procuring and deploying an integrated management system for electricity consumption tracking and improved billing performance; (ii) identifying new large low voltage customers and installing smart meters for large low voltage consumers and concentrators in substations; (iii) deploying an advanced metering system for medium voltage industrial customers and public institutions; (iv) implementing capacity-building programs for EDG staff; (v) technical assistance to developp data analytics tools for real-time monitoring and reporting; (vi) carrying out public awareness campaigns to promote acceptance of smart metering; and (vii) payment of performance- based incentives to encorurage EDG managment to implement the performance contract (Subcomponent 1.3)."""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,de74eb4e-c95e-425a-9b3a-7be805ec0321,energy consultant,Energy consultants advise clients on the advantages and disadvantages of different energy sources. They help clients to understand energy tariffs and try to reduce their energy consumption and carbon footprint by using energy efficient products and methods.,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71.0,71 Architectural and engineering activities; technical testing and analysis,3.0,3: Medium Preparation Needed,minimum,"""tariff analyst"", ""transaction advisor""","""Design and implement a phased path to cost-reflective tariffs to enable Électricité de Guinée to recover costs and reduce reliance on subsidies."", ""Support mini-grid public-private partnership structuring and ensure compliance with technical, environmental, and social requirements.""","""tariff modeling"", ""energy sector economics"", ""cost of service analysis"", ""policy design"", ""stakeholder consultation"", ""public-private partnership structuring"", ""contract negotiation"", ""technical due diligence"", ""environmental compliance"", ""social safeguards assessment""","I. STRATEGIC CONTEXT: ""Increasing end-user tariffs in a phased manner is critical to ensure that EDG can recover its costs and reduce reliance on state subsidies. This process must be accompanied by the design and implementation of a targeted subsidy mechanism for vulnerable customers and ensure affordability for low-income households."", IV. PROJECT APPRAISAL SUMMARY: ""This will ensure quality control, alignment with design standards, and timely implementation. The mini-grid component will be supported by transaction advisors to ensure sound PPP structuring and compliance with technical, environmental, and social requirements."""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,eda0d957-3c3c-4139-b89a-a18bc9e18897,accountant,"Accountants review and analyse financial statements, budgets, financial reports, and business plans in order to check for irregularities resulting from error or fraud, and provide their clients with financial advice in matters such as financial forecasting and risk analysis. They may audit financial data, resolve insolvency cases, prepare tax returns and provide other tax-related advice in reference to current legislation.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69.0,69 Legal and accounting activities,3.0,3: Medium Preparation Needed,minimum,"""accountant""","""Manage project accounting, prepare interim financial reports, and operate the project accounting system.""","""bookkeeping"", ""financial reporting"", ""accounting software use"", ""reconciliation"", ""budget monitoring""","IV. PROJECT APPRAISAL SUMMARY: ""The PIU is familiar with World Bank FM procedures and requirements as it has been supporting World Bank financed projects since 2014. Adequate FM arrangements are in place and operational. The project has adequate staffing (an FM specialist and an accountant) and internal control tools: manual of procedures including FM procedures, accounting software, Annual Work Plan and Budget (AWPB), internal auditor."""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,fddb7bd8-f176-4dc8-9d12-32b6072452c9,electric meter technician,Electric meter technicians install and maintain electric meter systems in facilities or buildings. They install the equipment in accordance with regulations and repair faults and other problems. They test the equipment and advise on the use and care.,F,F CONSTRUCTION,43.0,43 Specialised construction activities,2.0,2: Some Preparation Needed,minimum,"""meter installer"", ""meter technician"", ""metering technician""","""Install and commission prepayment electricity meters as part of scaling up meter deployment for the utility."", ""Install and commission pre-paid meters in non-strategic public institutions following the approved installation schedule."", ""Supply and install smart meters and pre-paid meters as part of last-mile connection works and meter rollout in public institutions."", ""Roll-out and installation of pre-paid meters across customer segments to improve billing and collection rates and regularize illegal connections.""","""meter installation"", ""electrical testing and commissioning"", ""meter configuration"", ""customer service"", ""safety and wiring practices"", ""meter installation and testing"", ""low-voltage wiring"", ""meter configuration and commissioning"", ""safety and electrical testing"", ""field troubleshooting"", ""meter installation"", ""electrical safety practices"", ""meter configuration"", ""customer account linking"", ""meter installation"", ""meter testing and commissioning"", ""smart meter configuration"", ""electrical safety practices"", ""customer interface""","I. STRATEGIC CONTEXT: ""Reforms include strengthening utility corporate governance through a performance management contract with clear key performance indicators (KPIs), scaling up the deployment of prepayment meters, improving collections, and strengthening transparency and managerial accountability."", II. PROJECT DESCRIPTION: ""EDG will procure and install pre-paid meters for non-strategic public institutions across the country, based on a pre-approved list of institutions and a detailed installation schedule."", V. KEY RISKS: ""Disbursement will be contingent on confirmation to the World Bank that the amount to be disbursed corresponds to eligible expenditures incurred. Eligible expenditures include: extending and densifying the grid access in Kindia and building a MV line for Kindia-Donkea, by providing supply and installation of last-mile connection equipment, including smart meters and pre-paid meters (Subcomponent 1.1.1)."", ANNEX 3: ECONOMIC AND FINANCIAL ANALYSIS: ""Key reforms to bring the financial position of EDG back to a sustainable level include: (i) tariff reform with a clear path to bring tariffs to cost reflective level in order to decrease the required level of subsidies; (ii) improve EDG's billi ng and collection rates through the roll-out of pre-paid meters for all customer segments and the regularization of illegal connections; (iii) further reduction of the cost of supply by revising existing PPA contracts and expanding the generation"""
P511453,Guinea - Second Phase of the Electricity Access Scale Up Project,Guinea,"The Guinea Electricity Access Scale Up Project-Phase 2 (GNEAP-2) expands grid and non-grid electricity access and improves utility performance by funding grid reinforcement and densification, off-grid hybrid solar mini-grids, prepaid and smart meters, digitalized commercial systems, storage deployment, sector reform, and capacity building.","June 30, 2030",US$ 0.00 million,Active,"Tsiry Andriantahina , Matteo Malacarne", Western and Central Africa,Substantial,fdfce14e-992d-4ff4-9f9d-7a353c75654e,corporate lawyer,"Corporate lawyers provide legal consulting services and representation to corporations and organisations. They give advice on matters relating to taxes, legal rights and patents, international trade, trademarks, and legal financial issues arising from operating a business.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69.0,69 Legal and accounting activities,5.0,5: Extensive Preparation Needed,unique,"""legal counsel""","""Renegotiate high-cost power purchase agreements including restructuring payment terms and arranging lower-cost refinancing to reduce generation costs and arrears.""","""contract law"", ""power sector contracting"", ""negotiation skills"", ""financial restructuring"", ""stakeholder negotiation""","I. STRATEGIC CONTEXT: ""Renegotiating these agreements, including through the introduction of lower-cost refinancing or restructured payment terms, can stabilize sector finances, reduce arrears, and crowd in more competitively procured IPPs."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,"Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",L,L FINANCIAL AND INSURANCE ACTIVITIES,66.0,66 Activities auxiliary to financial services and insurance activities,2.0,2: Some Preparation Needed,minimum,"""verification agent""","""Assess the validity of private developer claims in terms of coverage, amount and timing, and submit a verification to the World Bank.""","""financial claim assessment"", ""forensic accounting"", ""compliance verification"", ""verification report writing"", ""stakeholder liaison""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The verification agent will assess the validity of this claim in terms of coverage, amount, and timing and submit a verification to the World Bank (as the Accredited Entity for GCF)."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,0561328b-875b-4ae2-9ba1-9af9049aef01,procurement category specialist,"Procurement category specialists are experts in specific markets and contract types and provide advanced knowledge of a particular category of supplies, services or works. They help internal or external clients to increase value for money and end users' satisfaction through their advanced knowledge of the suppliers and their offering.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70.0,70 Activities of head offices and management consultancy,2.0,2: Some Preparation Needed,minimum,"""procurement specialist"", ""transaction advisor""","""Provide advisory support to implementing agencies on procurement and implementation activities and assist with preparation of complex transactions."", ""Provide procurement support and capacity building to implementing agencies and assist with procurement oversight."", ""Provide transaction advisory services to support procurement and structuring of complex project transactions.""","""transaction structuring"", ""public-private partnership design"", ""financial due diligence"", ""contract negotiation"", ""procurement advisory"", ""public procurement procedures"", ""bidding document preparation"", ""contract evaluation"", ""procurement compliance review"", ""transaction structuring"", ""PPP and tender advisory"", ""financial due diligence"", ""bid evaluation support""","VI. KEY RISKS: ""In addition, the lead and supporting implementing agencies will be strongly assisted by highly capable transaction advisory firms, fund managers, and owner's engineering firms that will be selected through international competitive processes and will support key procurement and implementation activities."", ANNEX 1: Implementation Arrangements and Support Plan, Fiduciary and Gender: ""These energy and water specialists will benefit from critical support from environment, social safeguards, SEA/SH, procurement, FM, and financial sector staff and specialized consultants on mini -grid and off grid to adequately oversee project implementation."", ANNEX 1: Implementation Arrangements and Support Plan, Fiduciary and Gender: ""Most expenditures will be made through direct payments for large contracts (civil work contractors, suppliers of meters and IT equipment, supervision/owner's engineers, transaction advisory firms, and other consulting firms developing/installing management information systems)."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,094b9f9b-7e89-4f34-adbb-fbaf7246f7a4,water network operative,"Water network operatives maintain pipes and pumping stations used for water supply, waste water removal and sewerage. They perform planned maintenance and repair tasks and clear blockages in pipes and drains.",E,"E WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",37.0,37 Sewerage,1.0,1: Little or No Preparation Needed,unique,"""nonrevenue water technician"", ""operations and maintenance technician"", ""private utility operator"", ""water utility technician""","""Maintain and operate electricity and water distribution networks under operations and maintenance and design-build-operate contracts."", ""Detect and reduce water losses through metering, leak detection, and pipe repairs to lower nonrevenue water."", ""Operate private electricity and water services and be trained on GIS-based monitoring platforms to record connections."", ""Support construction and operation of water supply production, transmission and distribution networks, fecal sludge treatment facilities, and management of WASH facilities in public institutions.""","""electrical network maintenance"", ""pump and valve maintenance"", ""distribution system operation"", ""preventive maintenance scheduling"", ""safety and compliance practices"", ""leak detection and repair"", ""metering and data analysis"", ""pressure management techniques"", ""pipe rehabilitation coordination"", ""operations management"", ""customer connections"", ""system maintenance"", ""revenue collection"", ""geographic information system operation"", ""plumbing installation"", ""water treatment operations"", ""standpipe management"", ""network maintenance"", ""facility operation""","I. STRATEGIC CONTEXT: ""It will strengthen the public sector approach by piloting private sector involvement (operations and maintenance [O&M] contract, design -build -operate [DBO] approach) to better maintain and operate distribution networks managed by SNEL and REGIDESO and adding human capital enhancement dimension to provide access to electricity and water, sanitation, and hygiene (WASH) services to unserved health care facilities, schools, and other public places."", I. STRATEGIC CONTEXT: ""On mitigation, the project considerably reduces reliance on the use of diesel generators (from water/fecal sludge treatment plants and small and medium businesses), biomass (for household cooking), and kerosene (household lighting) by (a) providing new and/or improved electricity services from renewable sources and (b) reducing water and energy losses, through deployment of solar home systems, the expansion of solar/hydro -powered mini -grids and nonrevenue water (NRW) reduction, and energy efficiency activities."", III. IMPLEMENTATION ARRANGEMENTS: ""In addition, contractors, owner's engineers, and private electricity/water operators will be trained on the use of the geographic information system (GIS)-based monitoring platforms, so that they can map and record electricity and water connections facilitating remote monitoring."", IV. PROJECT APPRAISAL SUMMARY: ""Construction and operation of water supply production, fecal sludge treatment facilities, water supply transmission and distribution networks, and WASH facilities in schools and health care facilities will entail other direct, indirect, and cumulative environmental risks (risk of disposal of final effluent/sludge, impacts on drainage and hydrology at intake sites, pollution from gray water and backwash water, handling of chemicals used for water treatment, and management of incidents affecting drinking water supply and waste/water treatment plants)."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,0ab5c12c-c1c1-4772-8345-aa287d0e391d,ICT test analyst,"ICT test analysts work in testing environments, assessing products, checking for quality and accuracy, or creating tests scripts. They design tests which are then implemented by testers.",K,"K TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES",62.0,"62 Computer programming, consultancy and related activities",4.0,4: Considerable Preparation Needed,unique,"""verification agent""","""Verify the installation and functionality of the enterprise resource planning system, including electronic payment options in Kinshasa.""","""system testing and validation"", ""data verification and analysis"", ""compliance assessment"", ""technical reporting"", ""field inspection coordination""","VII. RESULTS FRAMEWORK AND MONITORING: ""PBC   3.3   Verification   Agent   verifies   the   installation   and   functionality   of   the   ERP,   including   electronic   payment   options   in   Kinshasa."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,114e1eff-215e-47df-8e10-45a5b72f8197,renewable energy consultant,"Renewable energy consultants advise clients on the advantages and disadvantages of different renewable energy sources. They conduct surveys and interviews to research demand of and opinions on renewable energy, and strive to advise clients on the most advantageous source of renewable energy for their purpose.",D,"D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35.0,"35 Electricity, gas, steam and air conditioning supply",3.0,3: Medium Preparation Needed,minimum,"""renewable energy project developer""","""Prepare and submit a business plan during the bidding and selection process indicating project financial structure and projected cashflows to support mini-grid operations, debt repayment, and equity returns.""","""financial modeling"", ""business plan writing"", ""project finance structuring"", ""cashflow projection"", ""bid preparation""","ANNEX 2: PBC and Project Expenditure Composition Table: ""The renewable energy private sector project developers will be required to submit a business plan during the bidding and selection process. This business plan will indicate the project financial structure and projected cashflows to support mini -grid operations, debt repayment, and equity returns (equity internal rate of return)."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,social service consultant,"Social service consultants aid in the development of policy and procedure for social service programs. They research social service programs and identify areas for improvement, as well as aid in the development of new programs. They fulfil advisory functions for social service organisations.",P,P PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84.0,84 Public administration and defence; compulsory social security,4.0,4: Considerable Preparation Needed,llm,"""social specialist""","""Provide social safeguards support to project teams, including stakeholder engagement and community health and safety measures.""","""stakeholder engagement"", ""social impact assessment"", ""grievance redress management"", ""community safety planning""","ANNEX 1: Implementation Arrangements and Support Plan, Fiduciary and Gender: ""These energy and water specialists will benefit from critical support from environment, social safeguards, SEA/SH, procurement, FM, and financial sector staff and specialized consultants on mini -grid and off grid to adequately oversee project implementation."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,1ab184b6-de00-4476-ba1d-c6a71c668be3,water treatment systems operator,"Water treatment systems operators treat water to ensure safety for drinking, irrigation, or other use. They operate and maintain water treatment equipment and ensure the water is safe for bottling and use in food production by thoroughly testing before distribution, and by meeting environmental standards.",E,"E WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",36.0,"36 Water collection, treatment and supply",2.0,2: Some Preparation Needed,unique,"""water operator""","""Provide safe drinking water under results-based connection subsidies and access to commercial lending for autonomous water systems.""","""operating water treatment plants"", ""metering and billing management"", ""connection installation and testing"", ""financial management for tariffs"", ""managing autonomous water systems""","I. STRATEGIC CONTEXT: ""It will pilot private sector-based provision of safe drinking water using results -based connection subsidies and facilitating access to commercial lending for private water operators including autonomous water systems."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,1ad59946-d13e-441e-9b36-56e1df055e21,financial auditor,"Financial auditors collect and examine financial data for clients, organisations and companies. They ensure the financial data is properly maintained and free of material misstatements due to error or fraud, that it adds up, and functions legally and effectively. They review lending and credit policies or numbers in databases and documents, evaluate, consult and assist the source of the transaction if necessary. They use their review of the client's financial governance as assurance to give testimony to the shareholders, stakeholders and board of directors of the organisation or company that all is up to par.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69.0,69 Legal and accounting activities,4.0,4: Considerable Preparation Needed,minimum,"""independent external auditor"", ""independent verification specialist"", ""internal auditor""","""Validate claims under the demand risk mitigation instrument and verify achievement of results for disbursement of funds."", ""Engage an internal audit function to reinforce financial management oversight at headquarters."", ""Conduct annual independent financial audits of the project and submit audit reports for each fiscal year.""","""results verification"", ""financial claim validation"", ""contractual compliance checks"", ""reporting and documentation"", ""stakeholder coordination"", ""internal audit planning"", ""controls review"", ""compliance auditing"", ""risk assessment"", ""audit reporting"", ""financial audit practice"", ""IFR review"", ""audit report preparation"", ""compliance assessment""","II. PROJECT DESCRIPTION: ""In the event of a revenue shortfall in relation to pre -agreed business plan projections, the private developer will submit a claim for the difference in revenues. Upon validation by a verification agent, the funds will be disbursed."", III. IMPLEMENTATION ARRANGEMENTS: ""At UCM and CEP -O headquarters (HQ) in Kinshasa, an accountant, a procurement specialist, an internal audit firm, a power engineer, a water and sanitation specialist, and a GBV and gender specialist will be hired to reinforce FM, technical management, and E&S oversight."", ANNEX 1: Implementation Arrangements and Support Plan, Fiduciary and Gender: ""The project will be subject to annual audits by an independent external auditor that must be submitted not later than June 30 of each fiscal year."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,2a914d26-42aa-46b5-acf3-097d51ba4617,construction engineer,Construction engineers interpret building designs and add technical specifications to construction projects. They integrate engineering principles into the designs to ensure that structures are safe and resistant. They work together with architects and engineers to transform design ideas into executable plans.,F,F CONSTRUCTION,42.0,42 Civil engineering,4.0,4: Considerable Preparation Needed,unique,"""owners engineer""","""Provide engineering support and supervise construction and rehabilitation works for water infrastructure."", ""Provide engineering oversight, design review, and technical supervision to support procurement and implementation activities."", ""Oversee and supervise contractors' works on behalf of the project during procurement and implementation.""","""design review"", ""construction supervision"", ""quality assurance"", ""contractor coordination"", ""technical reporting"", ""construction supervision"", ""technical design review"", ""quality assurance"", ""site inspection"", ""contract management"", ""construction supervision"", ""technical compliance review"", ""contract monitoring"", ""site inspections""","III. IMPLEMENTATION ARRANGEMENTS: ""CEP -O will be responsible for monitoring the water infrastructure in Kananga, Goma, Butembo, and Beni as well as the construction of fecal sludge treatment plants in Bukavu and Goma (Subcomponent 4.2) with the support of REGIDESO subsidiaries, owner's engineering firms, and provincial infrastructure units."", VI. KEY RISKS: ""In addition, the lead and supporting implementing agencies will be strongly assisted by highly capable transaction advisory firms, fund managers, and owner's engineering firms that will be selected through international competitive processes and will support key procurement and implementation activities."", ANNEX 1: Implementation Arrangements and Support Plan, Fiduciary and Gender: ""Most expenditures will be made through direct payments for large contracts (civil work contractors, suppliers of meters and IT equipment, supervision/owner's engineers, transaction advisory firms, and other consulting firms developing/installing management information systems)."""
P173506,"Congo, Democratic Republic of - Access Governance and Reform for the Electricity and Water Sectors Project",Democratic Republic of Congo,"AGREE project expands renewable-based electricity and drinking water services and finances utility governance reforms, institutional strengthening, mini-grids/off-grid solutions, network rehabilitation and targeted WASH to improve access and utility performance.","September 30, 2029",US$ 939.00 million,Active,"Didier Makoso Tsasa , Fabrice Karl Bertholet, Patrick Goy Ndolo", Eastern and Southern Africa,High,326027fc-5408-47cd-9b32-fbe770dbbe80,construction quality manager,"Construction quality managers make sure the quality of the work meets standards set in the contract, as well as minimum legislative standards. They establish procedures to check quality, perform inspections, and propose solutions to quality shortcomings.",N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70.0,70 Activities of head offices and management consultancy,4.0,4: Considerable Preparation Needed,minimum,"""construction supervisor""","""Provide technical supervision of civil works contracts for water and sanitation infrastructure and ensure contract compliance and quality control.""","""construction supervision"", ""contract compliance monitoring"", ""quality assurance"", ""site safety oversight"", ""technical reporting""","II. PROJECT DESCRIPTION: ""In Kananga, the subcomponent will finance (a) rehabilitation of the Tshibatshi water intake station and water treatment plant, (b) construction of the Lubi water intake and water treatment plant, (c) rehabilitation and new construction of water storage and pumping facilities, (d) replacement and rehabilitation of transmission and distribution mains (specifically asbestos pipes), (e) expansion of the distribution network in new neighborhoods, (f) electromechanical -equipment and Supervisory Control and Data Acquisition (SCADA) systems, (g) water connections for households and public water points, and (h) related technical supervision costs of the civil works contracts."""
